k	min_size	max_size	stat	size
4	5	10	stdev	6
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	6
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	6
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	7
4	5	10	stdev	6
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	6
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	6
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	6
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	7
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	5
4	5	10	stdev	6
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	5	10	cov	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	stdev	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
4	10	10	cov	10
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	6
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	7
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	6
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	6
5	5	10	stdev	7
5	5	10	stdev	5
5	5	10	stdev	7
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	6
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	6
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	6
5	5	10	stdev	6
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	stdev	5
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	5	10	cov	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	stdev	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
5	10	10	cov	10
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	7
6	5	10	stdev	6
6	5	10	stdev	8
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	7
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	9
6	5	10	stdev	7
6	5	10	stdev	5
6	5	10	stdev	10
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	6
6	5	10	stdev	5
6	5	10	stdev	6
6	5	10	stdev	7
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	6
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	9
6	5	10	stdev	7
6	5	10	stdev	5
6	5	10	stdev	8
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	7
6	5	10	stdev	5
6	5	10	stdev	7
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	8
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	7
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	7
6	5	10	stdev	7
6	5	10	stdev	6
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	9
6	5	10	stdev	6
6	5	10	stdev	5
6	5	10	stdev	7
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	7
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	6
6	5	10	stdev	5
6	5	10	stdev	6
6	5	10	stdev	5
6	5	10	stdev	6
6	5	10	stdev	5
6	5	10	stdev	6
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	5
6	5	10	stdev	6
6	5	10	stdev	6
6	5	10	stdev	6
6	5	10	stdev	5
6	5	10	stdev	6
6	5	10	stdev	5
6	5	10	stdev	6
6	5	10	stdev	8
6	5	10	stdev	6
6	5	10	stdev	5
6	5	10	stdev	7
6	5	10	stdev	6
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	5	10	cov	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	stdev	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
6	10	10	cov	10
7	5	10	stdev	5
7	5	10	stdev	5
7	5	10	stdev	5
7	5	10	stdev	6
7	5	10	stdev	5
7	5	10	stdev	5
7	5	10	stdev	6
7	5	10	stdev	7
7	5	10	stdev	5
7	5	10	stdev	6
