k	min_size	max_size	stat	size
2	5	30	stdev	6
2	5	30	stdev	6
2	5	30	stdev	6
2	5	30	cov	10
2	5	30	cov	20
2	5	30	cov	29
2	5	30	cov	20
2	5	30	cov	20
2	5	30	cov	21
2	5	30	cov	22
2	5	30	cov	24
2	5	30	cov	27
2	5	30	cov	27
2	5	30	cov	17
2	5	30	cov	27
2	5	30	cov	25
2	5	30	cov	18
2	5	30	cov	18
2	5	30	cov	19
2	5	30	cov	19
2	5	30	cov	12
2	5	30	cov	12
2	5	30	cov	16
2	5	30	cov	26
2	5	30	cov	15
2	5	30	cov	21
2	5	30	cov	22
2	5	30	cov	23
2	5	30	cov	16
2	5	30	cov	23
2	5	30	cov	27
2	5	30	cov	24
2	5	30	cov	10
2	5	30	cov	18
2	5	30	cov	15
2	5	30	cov	16
2	5	30	cov	19
2	5	30	cov	26
2	5	30	cov	25
2	5	30	cov	17
2	5	30	cov	18
2	5	30	cov	15
2	5	30	cov	12
2	5	30	cov	23
2	5	30	cov	15
2	5	30	cov	23
2	5	30	cov	19
2	5	30	cov	10
2	5	30	cov	24
2	5	30	cov	27
2	5	30	cov	26
2	5	30	cov	15
2	5	30	cov	14
2	5	30	cov	24
2	5	30	cov	21
2	5	30	cov	28
2	5	30	cov	19
2	5	30	cov	16
2	5	30	cov	19
2	5	30	cov	24
2	5	30	cov	20
2	5	30	cov	22
2	5	30	cov	15
2	5	30	cov	22
2	5	30	cov	28
2	5	30	cov	28
2	5	30	cov	26
2	5	30	cov	19
2	5	30	cov	14
2	5	30	cov	22
2	5	30	cov	14
2	5	30	cov	21
2	5	30	cov	27
2	5	30	cov	25
2	5	30	cov	18
2	5	30	cov	23
2	5	30	cov	26
2	5	30	cov	26
2	5	30	cov	29
2	5	30	cov	24
2	5	30	cov	29
2	5	30	cov	19
2	5	30	cov	21
2	5	30	cov	12
2	5	30	cov	27
2	5	30	cov	25
2	5	30	cov	21
2	5	30	cov	17
2	5	30	cov	25
2	5	30	cov	10
2	5	30	cov	25
2	5	30	cov	26
2	5	30	cov	28
2	5	30	cov	18
2	5	30	cov	27
2	5	30	cov	27
2	5	30	cov	25
2	5	30	cov	26
2	5	30	cov	19
2	5	30	cov	25
2	5	30	cov	19
2	5	30	cov	21
2	5	30	cov	22
2	5	30	cov	25
2	5	30	cov	28
2	5	30	cov	27
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	11
2	10	30	stdev	13
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	12
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	11
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	11
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	11
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	12
2	10	30	stdev	12
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	11
2	10	30	stdev	10
2	10	30	stdev	11
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	12
2	10	30	stdev	10
2	10	30	stdev	11
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	12
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	11
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	stdev	11
2	10	30	stdev	10
2	10	30	stdev	10
2	10	30	cov	30
2	10	30	cov	29
2	10	30	cov	29
2	10	30	cov	29
2	10	30	cov	29
2	10	30	cov	23
2	10	30	cov	23
2	10	30	cov	25
2	10	30	cov	25
2	10	30	cov	25
2	10	30	cov	28
2	10	30	cov	28
2	10	30	cov	20
2	10	30	cov	29
2	10	30	cov	23
2	10	30	cov	27
2	10	30	cov	27
2	10	30	cov	25
2	10	30	cov	20
2	10	30	cov	24
2	10	30	cov	25
2	10	30	cov	30
2	10	30	cov	22
2	10	30	cov	27
2	10	30	cov	28
2	10	30	cov	27
2	10	30	cov	22
2	10	30	cov	20
2	10	30	cov	24
2	10	30	cov	26
2	10	30	cov	24
2	10	30	cov	22
2	10	30	cov	28
2	10	30	cov	26
2	10	30	cov	24
2	10	30	cov	29
2	10	30	cov	25
2	10	30	cov	19
2	10	30	cov	25
2	10	30	cov	25
2	10	30	cov	22
2	10	30	cov	28
2	10	30	cov	26
2	10	30	cov	28
2	10	30	cov	18
2	10	30	cov	21
2	10	30	cov	18
2	10	30	cov	26
2	10	30	cov	17
2	10	30	cov	28
2	10	30	cov	28
2	10	30	cov	20
2	10	30	cov	28
2	10	30	cov	28
2	10	30	cov	23
2	10	30	cov	22
2	10	30	cov	28
2	10	30	cov	26
2	10	30	cov	23
2	10	30	cov	26
2	10	30	cov	27
2	10	30	cov	28
2	10	30	cov	28
2	10	30	cov	19
2	10	30	cov	23
2	10	30	cov	24
2	10	30	cov	28
2	10	30	cov	25
2	10	30	cov	23
2	10	30	cov	30
2	10	30	cov	29
2	10	30	cov	27
2	10	30	cov	26
2	10	30	cov	20
2	10	30	cov	28
2	10	30	cov	29
2	10	30	cov	30
2	10	30	cov	21
2	10	30	cov	28
2	10	30	cov	29
2	10	30	cov	30
2	10	30	cov	29
2	10	30	cov	22
2	10	30	cov	26
2	10	30	cov	28
2	10	30	cov	29
2	10	30	cov	25
2	10	30	cov	23
2	10	30	cov	26
2	10	30	cov	30
2	10	30	cov	27
2	10	30	cov	27
2	10	30	cov	26
2	10	30	cov	27
2	10	30	cov	30
2	10	30	cov	23
2	10	30	cov	20
2	10	30	cov	29
2	10	30	cov	21
2	10	30	cov	26
2	10	30	cov	25
2	10	30	cov	26
2	10	30	cov	26
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	6
3	5	30	stdev	6
3	5	30	stdev	7
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	6
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	6
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	6
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	6
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	6
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	6
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	6
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	6
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	6
3	5	30	stdev	6
3	5	30	stdev	6
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	5
3	5	30	stdev	7
3	5	30	cov	30
3	5	30	cov	19
3	5	30	cov	29
3	5	30	cov	22
3	5	30	cov	23
3	5	30	cov	25
3	5	30	cov	25
3	5	30	cov	27
3	5	30	cov	27
3	5	30	cov	27
3	5	30	cov	28
3	5	30	cov	28
3	5	30	cov	22
3	5	30	cov	12
3	5	30	cov	19
3	5	30	cov	25
3	5	30	cov	18
3	5	30	cov	27
3	5	30	cov	26
3	5	30	cov	21
3	5	30	cov	24
3	5	30	cov	22
3	5	30	cov	26
3	5	30	cov	24
3	5	30	cov	27
3	5	30	cov	21
3	5	30	cov	21
3	5	30	cov	21
3	5	30	cov	19
3	5	30	cov	6
3	5	30	cov	24
3	5	30	cov	17
3	5	30	cov	8
3	5	30	cov	22
3	5	30	cov	25
3	5	30	cov	15
3	5	30	cov	24
3	5	30	cov	21
3	5	30	cov	30
3	5	30	cov	23
3	5	30	cov	23
3	5	30	cov	21
3	5	30	cov	15
3	5	30	cov	25
3	5	30	cov	29
3	5	30	cov	30
3	5	30	cov	26
3	5	30	cov	20
3	5	30	cov	17
3	5	30	cov	20
3	5	30	cov	29
3	5	30	cov	30
3	5	30	cov	24
3	5	30	cov	24
3	5	30	cov	22
3	5	30	cov	10
3	5	30	cov	26
3	5	30	cov	16
3	5	30	cov	15
3	5	30	cov	10
3	5	30	cov	21
3	5	30	cov	19
3	5	30	cov	19
3	5	30	cov	29
3	5	30	cov	19
3	5	30	cov	22
3	5	30	cov	23
3	5	30	cov	28
3	5	30	cov	21
3	5	30	cov	18
3	5	30	cov	17
3	5	30	cov	21
3	5	30	cov	30
3	5	30	cov	25
3	5	30	cov	22
3	5	30	cov	22
3	5	30	cov	27
3	5	30	cov	19
3	5	30	cov	22
3	5	30	cov	27
3	5	30	cov	20
3	5	30	cov	21
3	5	30	cov	26
3	5	30	cov	27
3	5	30	cov	18
3	5	30	cov	29
3	5	30	cov	11
3	5	30	cov	12
3	5	30	cov	23
3	5	30	cov	24
3	5	30	cov	19
3	5	30	cov	30
3	5	30	cov	16
3	5	30	cov	28
3	5	30	cov	27
3	5	30	cov	14
3	5	30	cov	27
3	5	30	cov	18
3	5	30	cov	26
3	5	30	cov	22
3	5	30	cov	29
3	5	30	cov	22
3	5	30	cov	27
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	11
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	11
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	11
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	11
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	11
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	10
3	10	30	stdev	11
3	10	30	cov	29
3	10	30	cov	29
3	10	30	cov	29
3	10	30	cov	21
3	10	30	cov	25
3	10	30	cov	26
3	10	30	cov	26
3	10	30	cov	26
3	10	30	cov	27
3	10	30	cov	28
3	10	30	cov	28
3	10	30	cov	20
3	10	30	cov	29
3	10	30	cov	22
3	10	30	cov	24
3	10	30	cov	20
3	10	30	cov	29
3	10	30	cov	25
3	10	30	cov	27
3	10	30	cov	25
3	10	30	cov	29
3	10	30	cov	23
3	10	30	cov	26
3	10	30	cov	27
3	10	30	cov	26
3	10	30	cov	28
3	10	30	cov	30
3	10	30	cov	23
3	10	30	cov	25
3	10	30	cov	24
3	10	30	cov	20
3	10	30	cov	29
3	10	30	cov	26
3	10	30	cov	26
3	10	30	cov	29
3	10	30	cov	25
3	10	30	cov	25
3	10	30	cov	28
3	10	30	cov	28
3	10	30	cov	22
3	10	30	cov	28
3	10	30	cov	30
3	10	30	cov	30
3	10	30	cov	25
3	10	30	cov	21
3	10	30	cov	23
3	10	30	cov	22
3	10	30	cov	28
3	10	30	cov	23
3	10	30	cov	28
3	10	30	cov	27
3	10	30	cov	27
3	10	30	cov	30
3	10	30	cov	27
3	10	30	cov	30
3	10	30	cov	21
3	10	30	cov	26
3	10	30	cov	28
3	10	30	cov	23
3	10	30	cov	24
3	10	30	cov	28
3	10	30	cov	29
3	10	30	cov	25
3	10	30	cov	25
3	10	30	cov	28
3	10	30	cov	26
3	10	30	cov	28
3	10	30	cov	28
3	10	30	cov	26
3	10	30	cov	30
3	10	30	cov	28
3	10	30	cov	27
3	10	30	cov	21
3	10	30	cov	27
3	10	30	cov	28
3	10	30	cov	26
3	10	30	cov	30
3	10	30	cov	28
3	10	30	cov	26
3	10	30	cov	25
3	10	30	cov	30
3	10	30	cov	26
3	10	30	cov	30
3	10	30	cov	28
3	10	30	cov	26
3	10	30	cov	26
3	10	30	cov	26
3	10	30	cov	29
3	10	30	cov	29
3	10	30	cov	23
3	10	30	cov	18
3	10	30	cov	25
3	10	30	cov	22
3	10	30	cov	28
3	10	30	cov	22
3	10	30	cov	27
3	10	30	cov	23
3	10	30	cov	27
3	10	30	cov	26
3	10	30	cov	29
3	10	30	cov	25
3	10	30	cov	28
3	10	30	cov	28
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	6
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	6
4	5	30	stdev	5
4	5	30	stdev	6
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	6
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	6
4	5	30	stdev	7
4	5	30	stdev	7
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	6
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	6
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	6
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	6
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	6
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	6
4	5	30	stdev	6
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	5
4	5	30	stdev	6
4	5	30	cov	30
4	5	30	cov	14
4	5	30	cov	20
4	5	30	cov	23
4	5	30	cov	23
4	5	30	cov	25
4	5	30	cov	25
4	5	30	cov	26
4	5	30	cov	27
4	5	30	cov	27
4	5	30	cov	23
4	5	30	cov	28
4	5	30	cov	16
4	5	30	cov	28
4	5	30	cov	14
4	5	30	cov	20
4	5	30	cov	22
4	5	30	cov	25
4	5	30	cov	20
4	5	30	cov	23
4	5	30	cov	13
4	5	30	cov	22
4	5	30	cov	24
4	5	30	cov	22
4	5	30	cov	26
4	5	30	cov	24
4	5	30	cov	21
4	5	30	cov	22
4	5	30	cov	22
4	5	30	cov	22
4	5	30	cov	29
4	5	30	cov	29
4	5	30	cov	23
4	5	30	cov	21
4	5	30	cov	27
4	5	30	cov	26
4	5	30	cov	25
4	5	30	cov	30
4	5	30	cov	17
4	5	30	cov	25
4	5	30	cov	30
4	5	30	cov	23
4	5	30	cov	20
4	5	30	cov	18
4	5	30	cov	16
4	5	30	cov	26
4	5	30	cov	27
4	5	30	cov	26
4	5	30	cov	17
4	5	30	cov	25
4	5	30	cov	25
4	5	30	cov	20
4	5	30	cov	21
4	5	30	cov	23
4	5	30	cov	26
4	5	30	cov	17
4	5	30	cov	30
4	5	30	cov	30
4	5	30	cov	27
4	5	30	cov	28
4	5	30	cov	24
4	5	30	cov	28
4	5	30	cov	23
4	5	30	cov	25
4	5	30	cov	25
4	5	30	cov	30
4	5	30	cov	28
4	5	30	cov	27
4	5	30	cov	24
4	5	30	cov	26
4	5	30	cov	24
4	5	30	cov	25
4	5	30	cov	9
4	5	30	cov	20
4	5	30	cov	30
4	5	30	cov	28
4	5	30	cov	21
4	5	30	cov	28
4	5	30	cov	28
4	5	30	cov	20
4	5	30	cov	25
4	5	30	cov	28
4	5	30	cov	16
4	5	30	cov	24
4	5	30	cov	29
4	5	30	cov	27
4	5	30	cov	26
4	5	30	cov	16
4	5	30	cov	28
4	5	30	cov	27
4	5	30	cov	20
4	5	30	cov	24
4	5	30	cov	18
4	5	30	cov	30
4	5	30	cov	26
4	5	30	cov	16
4	5	30	cov	24
4	5	30	cov	25
4	5	30	cov	23
4	5	30	cov	24
4	5	30	cov	26
4	5	30	cov	28
4	5	30	cov	27
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	11
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	11
4	10	30	stdev	11
4	10	30	stdev	12
4	10	30	stdev	10
4	10	30	stdev	11
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	11
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	11
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	12
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	11
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	10
4	10	30	stdev	12
4	10	30	cov	30
4	10	30	cov	30
4	10	30	cov	29
4	10	30	cov	29
4	10	30	cov	29
4	10	30	cov	29
4	10	30	cov	30
4	10	30	cov	25
4	10	30	cov	25
4	10	30	cov	25
4	10	30	cov	30
4	10	30	cov	27
4	10	30	cov	27
4	10	30	cov	28
4	10	30	cov	30
4	10	30	cov	29
4	10	30	cov	28
4	10	30	cov	24
4	10	30	cov	29
4	10	30	cov	25
4	10	30	cov	30
4	10	30	cov	27
4	10	30	cov	23
4	10	30	cov	22
4	10	30	cov	30
4	10	30	cov	28
4	10	30	cov	27
4	10	30	cov	25
4	10	30	cov	21
4	10	30	cov	28
4	10	30	cov	29
4	10	30	cov	28
4	10	30	cov	27
4	10	30	cov	29
4	10	30	cov	29
4	10	30	cov	28
4	10	30	cov	28
4	10	30	cov	27
4	10	30	cov	26
4	10	30	cov	30
4	10	30	cov	26
4	10	30	cov	30
4	10	30	cov	25
4	10	30	cov	26
4	10	30	cov	25
4	10	30	cov	30
4	10	30	cov	25
4	10	30	cov	28
4	10	30	cov	30
4	10	30	cov	29
4	10	30	cov	27
4	10	30	cov	30
4	10	30	cov	28
4	10	30	cov	30
4	10	30	cov	28
4	10	30	cov	28
4	10	30	cov	29
4	10	30	cov	27
4	10	30	cov	30
4	10	30	cov	29
4	10	30	cov	28
4	10	30	cov	30
4	10	30	cov	26
4	10	30	cov	30
4	10	30	cov	30
4	10	30	cov	24
4	10	30	cov	30
4	10	30	cov	30
4	10	30	cov	30
4	10	30	cov	27
4	10	30	cov	30
4	10	30	cov	22
4	10	30	cov	27
4	10	30	cov	30
4	10	30	cov	25
4	10	30	cov	28
4	10	30	cov	27
4	10	30	cov	28
4	10	30	cov	27
4	10	30	cov	24
